,0.20.0,0.20.1,0.20.2,0.20.2+228,0.20.2+320,0.20.2+737,0.20.2-cdh3b4,0.20.2-cdh3u0,0.20.2-cdh3u1,0.20.2-cdh3u2,0.20.2-cdh3u3,0.20.2-cdh3u4,0.20.2-cdh3u5,0.20.203.0,0.20.204.0,0.20.205.0,0.21.0,0.22.0,0.23.0,0.23.0-cdh4b1,0.23.1,0.23.1-cdh4.0.0b2,0.23.3,1.0.0,1.0.1,1.0.2,1.0.3,2.0.0-alpha,2.0.0-cdh4.0.0,2.0.0-cdh4.0.1,2.0.0-cdh4.1.0,2.0.1-alpha
org.apache.hadoop.io.compress.zlib.ZlibCompressor.CompressionStrategy,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.compress.zlib.ZlibDecompressor.CompressionHeader,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.compress.zlib.ZlibFactory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.file.tfile.ByteArray,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.file.tfile.MetaBlockAlreadyExists,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.file.tfile.MetaBlockDoesNotExist,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.file.tfile.RawComparable,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.file.tfile.TFile,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.file.tfile.TFile.Reader,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.file.tfile.TFile.Reader.Scanner,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.file.tfile.TFile.Writer,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.file.tfile.Utils,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.file.tfile.Utils.Version,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.nativeio.Errno,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.nativeio.NativeIO,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.nativeio.NativeIO.Stat,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.nativeio.NativeIOException,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.retry.RetryPolicies,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.retry.RetryPolicy,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.retry.RetryProxy,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.Deserializer,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.DeserializerComparator,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.JavaSerialization,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.JavaSerializationComparator,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.Serialization,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.SerializationFactory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.Serializer,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.io.serializer.WritableSerialization,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.avro.AvroReflectSerializable,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.avro.AvroReflectSerialization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.avro.AvroSerialization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.io.serializer.avro.AvroSpecificSerialization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.ipc.AvroRpcEngine,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.AvroSpecificRpcEngine,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.Client,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.RPC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.RPC.Server,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.RPC.VersionMismatch,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.RemoteException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.RpcClientException,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.RpcEngine,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.RpcException,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.RpcServerException,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.Server,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.UnexpectedServerException,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.VersionedProtocol,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.WritableRpcEngine,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.WritableRpcEngine.Server,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcActivityMBean,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcDetailedActivityMBean,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcDetailedMetrics,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcInstrumentation,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcInstrumentation.Detailed,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcMetrics,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.ipc.metrics.RpcMgtMBean,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.jmx.JMXJsonServlet,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.log.EventCounter,N,N,N,N,N,N,N,N,N,N,N,N,N,D,D,D,N,D,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.log.LogLevel,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.log.LogLevel.Servlet,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.log.metrics.EventCounter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.AdminOperationsProtocol,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.ClusterStatus,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.Counters,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.Counters.Counter,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.Counters.CountersExceededException,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.Counters.Group,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.DefaultJobHistoryParser,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.DefaultTaskController,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.FileAlreadyExistsException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.FileInputFormat,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.FileInputFormat.Counter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.FileOutputCommitter,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.FileOutputFormat,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.FileOutputFormat.Counter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.FileSplit,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.ID,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.InputFormat,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.InputSplit,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.InvalidFileTypeException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.InvalidInputException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.InvalidJobConfException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.IsolationRunner,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobClient,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobClient.Renewer,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobClient.TaskStatusFilter,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobConf,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobConfigurable,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobContext,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobEndNotifier,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.HistoryCleaner,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.JobInfo,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.Keys,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.Listener,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.MapAttempt,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.RecordTypes,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.ReduceAttempt,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.Task,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.TaskAttempt,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistory.Values,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobHistoryServer,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobID,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobInProgress,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobInProgress.Counter,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobLocalizer,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobPriority,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobProfile,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobQueueInfo,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobStatus,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.JobTracker,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobTracker.IllegalStateException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobTracker.State,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobTrackerMXBean,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.JobTrackerPlugin,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.mapred.JvmTask,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.KeyValueLineRecordReader,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.KeyValueTextInputFormat,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.LineRecordReader,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.LineRecordReader.LineReader,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.mapred.MapFileOutputFormat,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.MapReduceBase,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.MapReducePolicyProvider,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.MapRunnable,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.MapRunner,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.MapTaskCompletionEventsUpdate,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.mapred.Mapper,D,D,D,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,Y,N,N,D,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.mapred.MultiFileInputFormat,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,N,N,D,D,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
